Rank,Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
36211,Sidemen,"Videojuegos, Humor",20500000.0,Reino Unido,7400000.0,306300.0,7300.0,http://youtube.com/channel/UCDogdKl7t7NHzQ95aEwkdMw
363897,PandaShorts,,20500000.0,India,796300.0,43700.0,121.0,http://youtube.com/channel/UCEYlNI8wno2Xp7YUNdMN22A
364,noorstars,"Películas, Humor",20400000.0,Iraq,76500.0,3600.0,168.0,http://youtube.com/channel/UChOPyo-uWLVi5uO53mSBX-w
365,gusttavolimaoficial,Música y baile,20400000.0,Brasil,39200.0,3200.0,89.0,http://youtube.com/channel/UCXooz9whNJZBRTHi9AqdjPw
366,degoboom,"Películas, Animación",20400000.0,México,140500.0,3400.0,229.0,http://youtube.com/channel/UCj9rK3jt8qmih4mZX0UL67g
367,WowKidzAction,,20400000.0,Unknown,105200.0,1600.0,0.0,http://youtube.com/channel/UCCyKsYaRi62axS-kasXW7wA
368576,RobinHoodGamer1,"Animación, Videojuegos",20400000.0,Brasil,308500.0,14900.0,343.0,http://youtube.com/channel/UCYtaoJSk9iIrFxx8eZB15ag
369,greengoldtv,,20400000.0,Unknown,88700.0,1200.0,0.0,http://youtube.com/channel/UCiBigY9XM-HaOxUc269ympg
370,PinkPanther,"Películas, Animación",20400000.0,Unknown,336400.0,2300.0,0.0,http://youtube.com/channel/UCFeUyPY6W8qX8w2o6oSiRmw
3713655,officialajaysharma07,,20300000.0,India,784800.0,29400.0,62.0,http://youtube.com/channel/UCthYQycNvy1TfeTzzR4S2dA
372798,deepesh_zo,,20300000.0,India,1400000.0,92100.0,206.0,http://youtube.com/channel/UC9VEW1NhLouw1vbW6p4cACw
373,korayzeynep,Vlogs diarios,20300000.0,Turquía,2000000.0,47100.0,0.0,http://youtube.com/channel/UCTAacyv5T4cSus1W4D6eBfA
374,5MinuteCraftsPLAY,Películas,20300000.0,India,9500.0,97.0,3.0,http://youtube.com/channel/UC57XAjJ04TY8gNxOWf-Sy0Q
375,gordonramsay,"Comida y bebida, Salud y autoayuda",20200000.0,Estados Unidos,65000.0,1400.0,116.0,http://youtube.com/channel/UCIEv3lZ_tNXHzL3ox-_uUGQ
376,marvel,"Películas, Animación",20200000.0,Estados Unidos,144600.0,6600.0,452.0,http://youtube.com/channel/UCvC4D8onUfXzvjTOM-dBfEA
377,BuzzFeedVideo,Comida y bebida,20200000.0,Estados Unidos,18300.0,493.0,7.0,http://youtube.com/channel/UCpko_-a4wgz2u_DgDgd9fqA
378,sctv_,"Música y baile, Películas",20200000.0,Indonesia,12100.0,278.0,9.0,http://youtube.com/channel/UC_vsErcsq56hOscPHkG-aVw
379,PTXofficial,Música y baile,20200000.0,Estados Unidos,54200.0,2900.0,61.0,http://youtube.com/channel/UCmv1CLT6ZcFdTJMHxaR9XeA
380,AuthenticGames,"Películas, Videojuegos",20200000.0,Brasil,27000.0,2100.0,64.0,http://youtube.com/channel/UCIPA6iWNaoetaa1T46RkzXw
381,etvteluguindia,,20100000.0,India,17000.0,329.0,1.0,http://youtube.com/channel/UCSs9H1cyB3OHdy8wkit8ZKg
382,BGT,"Música y baile, Películas",20000000.0,Reino Unido,32000.0,510.0,18.0,http://youtube.com/channel/UCUtZaxDF3hD5VK4xRYFBePQ
383,pencilmation,"Animación, Humor",20000000.0,Estados Unidos,45300.0,812.0,20.0,http://youtube.com/channel/UCUAL--p3qAa27luR0IYbjZA
384133,ASGamingsahil,,20000000.0,India,145400.0,10900.0,391.0,http://youtube.com/channel/UCMrvxKTx9hLhZcOvJkYOnAw
385,fifa,Deportes,20000000.0,Estados Unidos,80900.0,2800.0,33.0,http://youtube.com/channel/UCpcTrCXblq78GZrTUTLWeBw
386,React,Humor,20000000.0,Estados Unidos,175000.0,7200.0,335.0,http://youtube.com/channel/UC0v-tlzsn0QZwJnkiaUSJVQ
387,VEVO,Música y baile,20000000.0,Estados Unidos,5400.0,194.0,3.0,http://youtube.com/channel/UC2pmfLm7iq6Ov1UwYrWYkZA
388175,howridiculous,Videojuegos,20000000.0,Estados Unidos,1700000.0,57100.0,2000.0,http://youtube.com/channel/UC5f5IV0Bf79YLp_p9nfInRA
389420,ClashOfClans,"Películas, Animación",20000000.0,Estados Unidos,270400.0,20200.0,368.0,http://youtube.com/channel/UCD1Em4q90ZUK2R5HKesszJg
390,tabii.urdu,,19900000.0,Pakistán,11800.0,304.0,16.0,http://youtube.com/channel/UCfiM9_Me5QJBEr0PItkbXgw
391,TroomTroom_Es,,19800000.0,México,55100.0,1100.0,17.0,http://youtube.com/channel/UCu6oyJJ6PlkeNNv6n26ZNyA
392,DLSNews,Música y baile,19800000.0,India,67400.0,2200.0,108.0,http://youtube.com/channel/UCw0ry7cLRUnq3Oaszlhgqfg
39335,issei0806,,19800000.0,India,1600000.0,91700.0,127.0,http://youtube.com/channel/UC6QZ_ss3i_8qLV_RczPZBkw
394737,tarik_alhalapi,,19800000.0,Turquía,810000.0,18800.0,64.0,http://youtube.com/channel/UCoIPNS4wYsQV4_XV2wSaxyw
39524,DharMann,Salud y autoayuda,19800000.0,Estados Unidos,3400000.0,66600.0,1800.0,http://youtube.com/channel/UC_hK9fOxyy_TM8FJGXIyG8Q
3964,BeastPhilanthropy,Comida y bebida,19800000.0,Estados Unidos,10300000.0,690400.0,17000.0,http://youtube.com/channel/UCAiLfjNXkNv24uhpzUgPa6A
3972424,busyfunltd9692,"Animación, Humor",19800000.0,India,3000000.0,10300.0,202.0,http://youtube.com/channel/UCkKDpnzIG29MA--Sh6oOtWg
398,Slick_Slime_Sam_Spanish,,19800000.0,México,114900.0,1700.0,0.0,http://youtube.com/channel/UCfRgJADdLXwrcjIuTxn_u3Q
399,HaerteTest,,19800000.0,India,26500.0,64.0,3.0,http://youtube.com/channel/UCqsS8fU6yVxrJr5y_CoUn3w
400,Mashaurso,,19700000.0,Unknown,303200.0,2200.0,0.0,http://youtube.com/channel/UCJKBSfD5JSUxGhriFeoPCCg
401,CraftyPanda,"Películas, Humor",19600000.0,India,15600.0,161.0,8.0,http://youtube.com/channel/UC03RvJoIhm_fMwlUpm9ZvFw
402323,ArabGamesNetwork,,19600000.0,Argelia,149100.0,11100.0,588.0,http://youtube.com/channel/UCV2JkEBmtfSYGAIlprAhAyQ
403,YounesZarou,,19600000.0,India,260300.0,11500.0,49.0,http://youtube.com/channel/UClR74BSOFXxMOKtuaaPu91Q
404,smilefamilyspanish1463,"Animación, Juguetes",19500000.0,Unknown,109300.0,114.0,0.0,http://youtube.com/channel/UCau6-7svf1fw2QCUJDj68eQ
4058,BispoBrunoLeonardo,Música y baile,19500000.0,Brasil,1600000.0,496900.0,357000.0,http://youtube.com/channel/UCVNouUw3d3l5JYVCxhAQXKA
406,sonotek,"Música y baile, Animación",19500000.0,India,18000.0,352.0,45.0,http://youtube.com/channel/UC3zVeAaoPEN1Tu25dW3G2Ig
407,heidizidane9861,Vlogs diarios,19400000.0,Unknown,28600.0,117.0,0.0,http://youtube.com/channel/UCC9Iz-AebxsyVF4iZagOtwA
408,shemaroobollywoodcomedy,,19400000.0,India,16600.0,136.0,5.0,http://youtube.com/channel/UC0PKLLmL8pIJLjOI1gBH_pA
409,NarendraModi,Noticias y Política,19400000.0,India,13500.0,1300.0,61.0,http://youtube.com/channel/UC1NF71EwP41VdjAU1iXdLkw
410,kbsworldtv,,19400000.0,Indonesia,4900.0,221.0,6.0,http://youtube.com/channel/UC5BMQOsAB8hKUyHu9KI6yig
411,elcanaldePlimPlim,Música y baile,19400000.0,Unknown,483600.0,0.0,0.0,http://youtube.com/channel/UCYQo8CdhXD22qfwUBUw591Q
412284,TEDEd,Ciencia y tecnología,19400000.0,Estados Unidos,270400.0,10700.0,302.0,http://youtube.com/channel/UCsooa4yRKGN_zEE8iknghZA
413,turmadamonica,,19300000.0,Unknown,102300.0,3600.0,0.0,http://youtube.com/channel/UCV4XcEqBswMCryorV_gNENw
414227,iamneetubisht,,19300000.0,India,4099999.9999999995,211600.0,832.0,http://youtube.com/channel/UCDwhsmzFDLc5hOB6SUglAjg
41547,ThePoznavatel,"DIY y Life Hacks, Juguetes",19300000.0,Rusia,2600000.0,47300.0,2100.0,http://youtube.com/channel/UCXTMoE1XgvxN4iCt5-gZzCw
416,theodd1sout,"Películas, Animación",19200000.0,Estados Unidos,605300.0,50600.0,4400.0,http://youtube.com/channel/UCo8bcnLyZH8tBIH9V1mLgqQ
417,miroska-tv,,19200000.0,Estados Unidos,4600.0,18.0,0.0,http://youtube.com/channel/UCUYA9nNP2Pgz5RF_oMvnqdQ
418,andtvchannel,,19200000.0,India,2500.0,72.0,0.0,http://youtube.com/channel/UCxJcrDUc8awRSLzLbnIiAmQ
419,grammygoldofficial,Música y baile,19200000.0,Tailandia,10700.0,241.0,8.0,http://youtube.com/channel/UCFWsjsN53Sqvg2pWhSFmWBQ
420,LittleAngelEspanol,Animación,19200000.0,Unknown,127300.0,171.0,0.0,http://youtube.com/channel/UCTdRly9T3iyCJFjmRoCaepQ
42124,HiBestMan,Videojuegos,19200000.0,Rusia,787700.0,28300.0,1100.0,http://youtube.com/channel/UCM44x9uWlx__9M9Y2IFhxzQ
422,JimmyKimmelLive,"Películas, Humor",19100000.0,Estados Unidos,266900.0,5400.0,290.0,http://youtube.com/channel/UCa6vGFO9ty8v5KZJXQxdhaw
423,PrimeVideoIN,"Películas, Animación",19100000.0,India,23000.0,756.0,5.0,http://youtube.com/channel/UC4zWG9LccdWGUlF77LZ8toA
424,farruko,Música y baile,19100000.0,Estados Unidos,269500.0,4200.0,35.0,http://youtube.com/channel/UCqFhfan_P2AmGVB1X2B-3Aw
42520,MSA.official,AnimaciónHumorEducación,19000000.0,Estados Unidos,3700000.0,88400.0,2700.0,http://youtube.com/channel/UCYzEMRKqrh01-tauv7MYyVQ
426,TaarakMehtaKaOoltahChashmah,,19000000.0,India,50100.0,857.0,15.0,http://youtube.com/channel/UCnSFZ-olBoLGLRUS_3RI2Aw
427,RepublicTVBharat,Noticias y Política,19000000.0,India,8400.0,0.0,5.0,http://youtube.com/channel/UC7wXt18f2iA3EDXeqAVuKng
428,Blippi,"Educación, Juguetes",19000000.0,Unknown,580800.0,2700.0,0.0,http://youtube.com/channel/UC5PYHgAzJ1wLEidB58SK6Xw
429,LikeNastya_Vlog,Vlogs diarios,18900000.0,Unknown,804200.0,2300.0,0.0,http://youtube.com/channel/UCCI5Xsd_gCbZb9eTeOf9FdQ
430,SonyMusicSouthVEVO,Música y baile,18900000.0,Unknown,1900.0,9.0,0.0,http://youtube.com/channel/UCTNtRdBAiZtHP9w7JinzfUg
431,viralhog,Juguetes,18900000.0,Estados Unidos,35900.0,1300.0,20.0,http://youtube.com/channel/UC3339WgBDKIcxTfywuSmG8w
4321179,alia,"Animación, Videojuegos",18800000.0,Estados Unidos,422800.0,12700.0,470.0,http://youtube.com/channel/UCYVinkwSX7szARULgYpvhLw
433,Filaretiki,,18800000.0,India,245200.0,7500.0,0.0,http://youtube.com/channel/UC7Lta_EuGv5BXoLTpUutvBA
4343776,thexoteam,,18800000.0,Estados Unidos,62600.0,4700.0,22.0,http://youtube.com/channel/UClZAOlfhJQJRym39WoAPxdw
43533,Aphmau,"Animación, Videojuegos",18800000.0,Estados Unidos,1900000.0,50100.0,2200.0,http://youtube.com/channel/UCzYfz8uibvnB7Yc1LjePi4g
4361,MrMarmok,"Animación, Videojuegos",18800000.0,Rusia,3400000.0,317600.0,8300.0,http://youtube.com/channel/UCf31Gf5nCU8J6eUlr7QSU0w
437,rsiammusic,Música y baile,18700000.0,Tailandia,4000.0,82.0,5.0,http://youtube.com/channel/UCLcCpNY-zaL3vEERD5rh5Ew
438840,salmannomanofficial,,18700000.0,India,893900.0,47600.0,106.0,http://youtube.com/channel/UCXTyWqKtLLzaom6XwaJu7xw
439,Apple,"Música y baile, Animación",18600000.0,Unknown,1900000.0,22000.0,0.0,http://youtube.com/channel/UCE_M8A5yxnLfW0KghEeajjw
44032,nomanofficial786,,18600000.0,India,1700000.0,126000.0,691.0,http://youtube.com/channel/UCIhJOWBJywuJKeF61CWCrMw
4411525,DesiMelodies,Música y baile,18600000.0,India,23300.0,1000.0,13.0,http://youtube.com/channel/UC783dnzJqf2ghHp_pFLYbGA
442,NaisaAlifiaYurizaNAY,"Música y baile, Películas",18600000.0,Indonesia,64099.99999999999,2100.0,20.0,http://youtube.com/channel/UCtjFp8VXWIscsqQ2wokpo3Q
443,DanielSaboya,Música y baile,18600000.0,Brasil,19800.0,679.0,8.0,http://youtube.com/channel/UCEUf_uUDUfJJ3XfgwOxm-0A
444816,GoodMythicalMorning,Comida y bebida,18600000.0,Estados Unidos,895800.0,29500.0,769.0,http://youtube.com/channel/UC4PooiX37Pld1T8J5SYT-SQ
4453514,Squeezie,,18600000.0,Francia,1100000.0,95300.0,124.0,http://youtube.com/channel/UCWeg2Pkate69NFdBeuRFTAw
446,AjaKitchen,,18500000.0,Unknown,197000.0,8900.0,34.0,http://youtube.com/channel/UCOh01Sv2bdi_hjci9tOH7Mg
447,FunForKidsTVHindiRhymes,,18500000.0,Unknown,488700.0,8300.0,0.0,http://youtube.com/channel/UCe3GjNY3Kqi8Xd6nT4JN_6w
448,thewillyrex,,18400000.0,España,130100.0,13900.0,73.0,http://youtube.com/channel/UC4LHNX8d8RqnDX0OezgmCTg
449,LikeNastya_VNM,Películas,18400000.0,Unknown,335900.0,0.0,0.0,http://youtube.com/channel/UClK8w-hLJlhR6fL5_xQg_VA
450,AMARINTVHD,Noticias y Política,18400000.0,Tailandia,7400.0,113.0,2.0,http://youtube.com/channel/UCzMoibQRslh_1bTuW0YXc6A
45142,pinkshirtcouple,,18400000.0,Estados Unidos,1200000.0,55200.0,633.0,http://youtube.com/channel/UC2xBh2nwvOwBqnA1tEbPCZw
452,KatieAngelTV_,Música y baile,18400000.0,México,1400000.0,81200.0,10800.0,http://youtube.com/channel/UCgSMDG8aGE3YHfBCXHuPpYA
453,GENHALILINTAR,"Música y baile, Humor",18400000.0,Indonesia,203600.0,6500.0,132.0,http://youtube.com/channel/UCfRNJiafEm1LBBGFTTq4cXw
454,INCRIVEL_PT,Ciencia y tecnología,18400000.0,Unknown,8000.0,388.0,11.0,http://youtube.com/channel/UCIQPHl1WKKTt9KkWyo_JNig
455,lescopaque,,18400000.0,Indonesia,117800.0,2800.0,0.0,http://youtube.com/channel/UCR1c65UsjpaVgcLKa7eM1tg
456,News24thinkfirst,Noticias y Política,18400000.0,India,4000.0,85.0,3.0,http://youtube.com/channel/UCuzS3rPQAYqHcLWqOFuY0pw
457,zappytoons,Educación,18400000.0,Unknown,187200.0,888.0,0.0,http://youtube.com/channel/UCcryiZdagSR9M-Oii_Y4OfQ
458400,manualdomundo,Ciencia y tecnología,18300000.0,Brasil,339200.0,31000.0,409.0,http://youtube.com/channel/UCKHhA5hN2UohhFDfNXB_cvQ
45946,_vector_,,18300000.0,Estados Unidos,4200000.0,203100.0,760.0,http://youtube.com/channel/UCzJ53fi4NuDCYWOk9PtEkCA
46074,GameTheory,Películas,18300000.0,Estados Unidos,1100000.0,82100.0,2200.0,http://youtube.com/channel/UCo_IB5145EVNcf8hw1Kku7w
461,SebastianYatra,Música y baile,18200000.0,Colombia,37000.0,2300.0,154.0,http://youtube.com/channel/UCssFxr-IdIa-wpG3jUXYrmw
4622024,zbingz,,18200000.0,Tailandia,471800.0,14200.0,521.0,http://youtube.com/channel/UC5zGJZpxeZPFcds5gFcDE7Q
463236,tanboykun,Música y baile,18200000.0,Indonesia,1200000.0,21200.0,902.0,http://youtube.com/channel/UC8rHUssNDJ9YEjfduAqJBmw
464,ZuniandFamilyofficial,Vlogs diarios,18200000.0,Unknown,118500.0,277.0,0.0,http://youtube.com/channel/UCAelPgCHWYyEs8-TFuOVRtg
465,Chapitosiki,,18200000.0,Rusia,225300.0,5500.0,14.0,http://youtube.com/channel/UCXmseTCR4w5q36pupOJKegw
466,MissaSinfonia,"Animación, Humor",18200000.0,México,0.0,0.0,0.0,http://youtube.com/channel/UCsCQIvK0LGpb3dBRo2RXAfA
467,TheGrefg,"Películas, Videojuegos",18200000.0,España,235800.0,19400.0,142.0,http://youtube.com/channel/UCCEmjNPpJYhGDgaEqeeA4HA
468743,RobleisIUTU,"Películas, Animación",18200000.0,Argentina,281000.0,24600.0,387.0,http://youtube.com/channel/UCG8eSYvOQUpb9HM8zU5d6xg
469,demilovato,Música y baile,18000000.0,Estados Unidos,29300.0,2900.0,160.0,http://youtube.com/channel/UCZkURf9tDolFOeuw_4RD7XQ
470,jasonvlogslife,"Animación, Juguetes",18000000.0,Unknown,839900.0,1400.0,0.0,http://youtube.com/channel/UCjmAh2qxmvWdH3xNPbg0IUQ
471,ILYABORZOV,,18000000.0,India,233900.0,7600.0,23.0,http://youtube.com/channel/UCkwZ4L2z5M_nLHoPtshyJbw
472,JohnyFamilyShow,"Música y baile, Juguetes",17900000.0,Unknown,273800.0,170.0,0.0,http://youtube.com/channel/UCq8KR1lnewd5ZPx9_XKoubg
4737,jordanmatter,"Música y baile, Humor",17900000.0,Estados Unidos,5400000.0,102500.0,8400.0,http://youtube.com/channel/UCKaCalz5N5ienIbfPzEbYuA
474,mgcplayhouse,"Juguetes, Coches y vehículos",17900000.0,Unknown,40900.0,39.0,0.0,http://youtube.com/channel/UC6zPzUJo8hu-5TzUk8IEC2Q
475,Jane_asmr,Vlogs diarios,17800000.0,Indonesia,109500.0,2600.0,148.0,http://youtube.com/channel/UC2fsxQr6Hcx1enORxXgKpxQ
4761644,portadosfundos,"Películas, Animación",17800000.0,Brasil,280300.0,18700.0,744.0,http://youtube.com/channel/UCEWHPFNilsT0IfQfutVzsag
477,IGN,,17800000.0,Estados Unidos,39800.0,906.0,79.0,http://youtube.com/channel/UCKy1dAqELo0zrOtPkf0eTMw
47866,mkbhd,Ciencia y tecnología,17800000.0,Estados Unidos,2900000.0,92100.0,2500.0,http://youtube.com/channel/UCBJycsmduvYEL83R_U4JriQ
479,ElReinoAJugar,"Educación, Juguetes",17800000.0,Unknown,322600.0,434.0,0.0,http://youtube.com/channel/UCsm77kEHBDEPgD4Ir3jSRYg
48051,cure0721,,17700000.0,Indonesia,1600000.0,123500.0,1100.0,http://youtube.com/channel/UCkLNHZZsC3LKdUAroKNwOOw
481144,FactTechz,Educación,17600000.0,India,277000.0,16800.0,709.0,http://youtube.com/channel/UCGdPm5Aq081vVD7ih9jZf6Q
482,musicalrmastv1,Música y baile,17600000.0,Iraq,13800.0,593.0,98.0,http://youtube.com/channel/UCVrstuGnHjpUXr9G98wwKow
483,VICE,Noticias y Política,17600000.0,Estados Unidos,206600.0,4700.0,268.0,http://youtube.com/channel/UCn8zNIfYAQNdrFRrr8oibKw
4844812,SagarKalraShorts,Vlogs diarios,17600000.0,India,3200000.0,0.0,70.0,http://youtube.com/channel/UClO7QTL3RLMGW9Px4Q8znog
485,yudistardhana,Películas,17600000.0,Indonesia,539900.0,20800.0,137.0,http://youtube.com/channel/UCvc00uetYIML9D-7BBrEXLA
486,JFlaMusic,Música y baile,17600000.0,República de Corea,54700.0,3000.0,275.0,http://youtube.com/channel/UClkRzsdvg7_RKVhwDwiDZOA
487,popchartbusters,Música y baile,17500000.0,India,21100.0,596.0,70.0,http://youtube.com/channel/UCzL6rJhkoXkIt0fCv9T9_uA
48819,rubentuestaoficial,,17500000.0,Argentina,2400000.0,292700.0,1300.0,http://youtube.com/channel/UC8id8PPmTd6aqfpUnQzUaxw
4891627,NasyaOfficial,,17500000.0,Indonesia,0.0,0.0,0.0,http://youtube.com/channel/UCGJc3yx2-64H-c3L6kVhxtw
490525,MoreAliA,"Animación, Videojuegos",17500000.0,Estados Unidos,802200.0,17600.0,460.0,http://youtube.com/channel/UCyeVfsThIHM_mEZq7YXIQSQ
491,TRANSTVofficial,"Música y baile, Películas",17500000.0,Indonesia,7400.0,142.0,1.0,http://youtube.com/channel/UCIohHXwCEKxWCLvAguJ-GjA
49216,TheBrianMaps,"Videojuegos, Humor",17500000.0,Rusia,5100000.0,317600.0,12000.0,http://youtube.com/channel/UCyJrhZm9KXrzRub3-wD2zWg
493,disneyjunior,,17500000.0,Unknown,94000.0,295.0,0.0,http://youtube.com/channel/UCNcdbMyA59zE-Vk668bKWOg
494,BBCHindi,Noticias y Política,17400000.0,India,66200.0,0.0,155.0,http://youtube.com/channel/UCN7B-QD0Qgn2boVH5Q0pOWg
495,BollywoodClassics,Música y baile,17400000.0,India,28400.0,204.0,9.0,http://youtube.com/channel/UCZ_OLiS7DkyCg89eV_qQMoQ
496,SriBalajiMovies,Películas,17400000.0,India,6000.0,161.0,0.0,http://youtube.com/channel/UCoy3dQzEdq1y2zMnT4pdj3Q
497,Queen,"Música y baile, Películas",17300000.0,Estados Unidos,84000.0,7200.0,129.0,http://youtube.com/channel/UCiMhD4jzUqG-IgPzUmmytRQ
498,GatoGalactico,Animación,17300000.0,Brasil,63600.0,2300.0,0.0,http://youtube.com/channel/UCbt4SegZBQLeXMTMvnrfZtw
499,MaviGadgets,,17300000.0,Estados Unidos,94200.0,1900.0,9.0,http://youtube.com/channel/UCJfNJmcv6LXCDsaa2kB_-7A
500,LahariMusicIndia,Música y baile,17300000.0,India,9500.0,300.0,10.0,http://youtube.com/channel/UCnSqxrSfo1sK4WZ7nBpYW1Q
501,ufc,Deportes,17300000.0,Estados Unidos,60300.0,1500.0,153.0,http://youtube.com/channel/UCvgfXK4nTYKudb0rFR6noLA
502,stubbornfacts,,17300000.0,India,11800.0,594.0,20.0,http://youtube.com/channel/UCJZ5gFXzSZ9i-R1HEnS8U_A
503,TV9Bharatvarsh,Noticias y Política,17300000.0,India,7100.0,127.0,2.0,http://youtube.com/channel/UCOutOIcn_oho8pyVN3Ng-Pg
504,Willyrex,"Películas, Animación",17300000.0,México,131800.0,8700.0,49.0,http://youtube.com/channel/UC8rNKrqBxJqL9izOOMxBJtw
505,LikeNastya_IDN,"Música y baile, Películas",17200000.0,Unknown,336400.0,0.0,0.0,http://youtube.com/channel/UCui_SuV6CzSgB1bdwL5utzg
506100,SusyMouriz,,17200000.0,México,2600000.0,256700.0,1300.0,http://youtube.com/channel/UC2Rh-eKkibnZq8pRxYYoSSQ
50731,CelineDept,,17200000.0,Estados Unidos,5100000.0,229000.0,517.0,http://youtube.com/channel/UC1a2ZCw7tugRZYRMnecNj3A
508,gabyandalex2379,Juguetes,17200000.0,Unknown,31300.0,92.0,0.0,http://youtube.com/channel/UCHwBjRoGO1V-H8QYXjSVHkQ
50948,GLENTYOUTUBE,Videojuegos,17100000.0,Rusia,2100000.0,110700.0,5100.0,http://youtube.com/channel/UCBYvr4SqfGQd5fTmOXVQ4Zw
510,Infobellsbengalirhymes,Educación,17100000.0,Unknown,143100.0,284.0,0.0,http://youtube.com/channel/UCAWuV9ZZ0itI3WR-JHWIUNQ
51148,AayuandPihuShow,"Películas, Humor",17100000.0,India,3600000.0,56200.0,7900.0,http://youtube.com/channel/UCFcBAGR0drI3F15EhMFjuTg
512,NMFNews,Noticias y Política,17100000.0,India,4800.0,111.0,3.0,http://youtube.com/channel/UCvxi7_X1VSaMr_osIamYNaw
513,PrajapatiNews,,17100000.0,India,11500.0,550.0,28.0,http://youtube.com/channel/UCl_Ksy6Yi1b4eEZ46FInb_w
51489,DailyDoseOfInternet,Animales y mascotas,17100000.0,Estados Unidos,3300000.0,173200.0,5100.0,http://youtube.com/channel/UCdC0An4ZPNr_YiFiYoVbwaw
515,withkids2063,"Animación, Juguetes",17100000.0,Estados Unidos,35900.0,0.0,0.0,http://youtube.com/channel/UC6ye474SJCiPsEPueO_b3Gw
51685,Jesser,"Videojuegos, Humor",17100000.0,Estados Unidos,808900.0,22400.0,275.0,http://youtube.com/channel/UCQIUhhcmXsu6cN6n3y9-Pww
51771,IvanaAlawi,"Películas, Humor",17100000.0,Filipinas,3000000.0,108700.0,14400.0,http://youtube.com/channel/UCypeLkg3Ne5-LIyiB41b1GQ
518,gmmtv,"Música y baile, Películas",17100000.0,Tailandia,16600.0,799.0,23.0,http://youtube.com/channel/UC8BzJM6_VbZTdiNLD4R1jxQ
519,thairathonline,Noticias y Política,17100000.0,Tailandia,18100.0,163.0,11.0,http://youtube.com/channel/UCrFDdD-EE05N7gjwZho2wqw
52021,Mrwhosetheboss,,17100000.0,Estados Unidos,3800000.0,266100.0,1800.0,http://youtube.com/channel/UCMiJRAwDNSNzuYeN2uWa0pA
521,lizakoshy,Humor,17100000.0,Estados Unidos,141400.0,11600.0,406.0,http://youtube.com/channel/UCxSz6JVYmzVhtkraHWZC7HQ
522,SonyLIV,,16900000.0,India,6700.0,161.0,2.0,http://youtube.com/channel/UCOQNJjhXwvAScuELTT_i7cQ
523,LaRosaDeGuadalupeOf,,16900000.0,México,110200.0,1000.0,27.0,http://youtube.com/channel/UCGs30k8MveMERD3askAgNYA
524,GuavaJuice,,16900000.0,Estados Unidos,104600.0,2700.0,271.0,http://youtube.com/channel/UCMNmwqCtCSpftrbvR3KkHDA
525,ch7hd,,16900000.0,Tailandia,3100.0,99.0,1.0,http://youtube.com/channel/UCXUVnTEsLZBim_WlWxBvEwA
526,LEGO,Animación,16900000.0,Estados Unidos,21900.0,593.0,0.0,http://youtube.com/channel/UCP-Ng5SXUEt0VE-TXqRdL6g
527,ANNAKOVAOFFICIAL,,16900000.0,Unknown,380300.0,7300.0,5.0,http://youtube.com/channel/UCb06IKdt8yeJDhqUct0z-gQ
528,MazhavilManorama,,16900000.0,India,17800.0,218.0,2.0,http://youtube.com/channel/UCUPD0jQo-EP0B1Nf4uzeIMA
529587,Lyna,"Películas, Animación",16900000.0,Argentina,264100.0,11900.0,835.0,http://youtube.com/channel/UC-cnbLlplnXA4oc7rR21qzg
530,pognalishow,"Animación, Videojuegos",16900000.0,Rusia,6100000.0,545300.0,23000.0,http://youtube.com/channel/UCwipTluVS2mjuhPtx2WU7eQ
531381,DeToxoMoroxo-Oficial,"Películas, Animación",16900000.0,México,131600.0,5900.0,2300.0,http://youtube.com/channel/UCq_oSgHK9lk6NUUgkhUOPnw
532,VijayKumarVinerVlogs,,16800000.0,India,494000.0,15800.0,14.0,http://youtube.com/channel/UCfIpFdLEnTfkXjcwsiO4dAA
53331,failarmy,"Animación, Humor",16800000.0,Estados Unidos,2500000.0,20100.0,639.0,http://youtube.com/channel/UCPDis9pjXuqyI7RYLJ-TTSA
534,TuCOSMOPOLIS,Noticias y Política,16700000.0,México,31900.0,2400.0,169.0,http://youtube.com/channel/UCo4ywJQXfUIB0lCBpczW3cA
535,FunFunMiniWorld,,16700000.0,Estados Unidos,25500.0,660.0,3.0,http://youtube.com/channel/UCqvS0UZpSh8ydVQ7TxGNOJw
536,ColorsRishtey1,,16700000.0,India,4400.0,44.0,1.0,http://youtube.com/channel/UCyfkoMQeJOoEt3ZhY3PI6Uw
537,RCTILAYARDRAMAINDONESIA,"Música y baile, Películas",16700000.0,Indonesia,6100.0,123.0,2.0,http://youtube.com/channel/UCzTsWuCdVP_vehWyGwPcS3Q
538131,GoAmiGo,Vlogs diarios,16700000.0,Colombia,2300000.0,157200.0,549.0,http://youtube.com/channel/UCp4Fk7Xy_wYq8sFKcKNrQCA
539,katakit_baby,Música y baile,16700000.0,Arabia Saudita,0.0,0.0,0.0,http://youtube.com/channel/UChDk1SYEDyC4s74mKwfBUKQ
5402496,DearSir,Educación,16700000.0,India,176800.0,13200.0,854.0,http://youtube.com/channel/UC9dyrsYEmD4iGJ8Oz1G5dpw
541,KaykaiSalaiderChannel,"Películas, Humor",16700000.0,Tailandia,154200.0,10200.0,460.0,http://youtube.com/channel/UCdLGCJcIGu5ExzYN6CXtkIw
